0.069563	-0.239356	-0.146711	0.018453	0.19705	-0.130499	-0.082933	0.08442	-0.089444	0.172908	-0.105499	0.179495	-0.088482	0.127735	-0.188995	-0.18454	0.223649	0.024558	0.187837	0.089212	-0.076155	-0.15886	-0.150652	-0.13139	-0.115327	-0.284957	-0.097355	-0.056705	-0.133108	0.06118	0.081541	-0.088677	0.220771	-0.08063	-0.455388	0.141452	0.033986	-0.111131	0.184041	0.18151	
-0.161095	0.116301	0.118134	-0.106397	0.193678	-0.049811	0.181975	0.041708	0.228519	-0.070394	0.14015	0.070279	-0.096724	-0.259179	-0.177814	-0.203955	0.115801	0.263402	-0.114679	0.008101	-0.015209	-0.070283	-0.330074	0.154019	0.354677	0.106707	0.057011	-0.179476	-0.057359	0.257592	-0.15129	0.072938	0.110002	0.018378	-0.11366	0.148007	-0.089378	0.051125	-0.222687	-0.130757	
-0.248614	0.0484	-0.120925	0.253478	0.095306	0.18589	0.019246	0.180965	-0.073998	0.087742	-0.121328	0.217101	-9.3e-05	0.102885	0.122787	0.1731	-0.042015	-0.087236	-0.05535	0.156463	-0.291023	-0.012143	0.128823	-0.106348	0.091198	0.003377	0.154184	-0.387221	-0.006916	0.310462	0.080307	0.090725	-0.139068	-0.30621	0.08371	-0.11202	-0.012087	-0.06544	-0.197952	0.174551	
0.14152	0.122011	0.246816	0.15411	0.241558	0.234508	0.17833	0.079594	0.073083	-0.256982	-0.012223	0.141863	-0.217145	0.152617	0.249175	-0.010165	0.225392	-0.069449	-0.343258	-0.143068	-0.165126	-0.156646	0.097323	0.050291	-0.055909	0.164443	-0.168644	0.143648	-0.16932	-0.185128	0.116275	-0.08738	0.164852	-0.114383	-0.003678	0.136984	-0.014378	0.077632	0.122294	0.057911	
0.077606	-0.116659	-0.000977	-0.066057	0.007444	0.074954	-0.122653	-0.198298	-0.07619	-0.111717	0.320537	0.280399	-0.007817	-0.058805	-0.137506	0.276072	0.004307	-0.090272	-0.099716	-0.368304	0.018892	0.011167	-0.152063	-0.079124	0.055111	-0.105114	0.153175	0.060984	-0.193597	0.149891	-0.044629	0.152468	-0.123821	0.034809	-0.08414	-0.275582	-0.228787	0.255434	0.185841	0.236424	
0.205588	-0.21844	0.085334	0.212369	-0.140261	0.062172	0.122676	-0.18922	0.058418	0.207659	0.123433	-0.219363	0.355803	-0.204187	0.132839	-0.142842	0.145889	0.001134	0.069133	-0.091118	-0.026181	-0.317177	0.090687	0.16702	0.082042	0.080537	-0.124014	0.028762	-0.121682	0.316596	0.081665	0.016974	-0.006464	-0.01193	0.123722	0.025142	0.198877	-0.025736	-0.006201	0.295709	
-0.192108	0.03333	-0.065637	0.101064	0.214721	-0.150399	-0.125879	-0.027637	-0.01605	-0.238923	-0.167637	-0.131753	0.281488	0.281841	-0.314918	0.032294	0.066703	0.011374	-0.035379	-0.200523	0.07765	-0.064626	0.144289	0.116418	0.021362	0.262518	-0.212903	-0.041069	0.037795	0.178675	0.16641	-0.290533	-0.002486	0.123383	-0.146278	-0.296781	-0.036879	0.079652	-0.098263	-0.0769	
-0.143569	0.214526	0.059582	-0.03443	-0.23411	-0.27488	-0.017849	-0.348076	0.157754	0.035232	0.108986	0.0104	-0.068547	-0.125808	0.112886	0.101676	0.068719	0.019378	0.057502	-0.008285	-0.268097	-0.112935	0.025176	-0.052715	0.010472	-0.116311	0.106766	-0.233578	-0.33991	-0.223749	0.2571	-0.350297	-0.055187	-0.0369	-0.095306	-0.106831	0.112713	-0.015607	-0.024226	-0.161576	
-0.094121	-0.17786	0.029456	-0.034911	-0.253703	-0.107331	0.300828	-0.201979	-0.259691	-0.089857	-0.002536	0.102451	-0.223153	0.125965	0.052701	0.155006	0.261963	0.074751	-0.079784	0.000722	0.03168	-0.017924	-0.052156	-0.245203	-0.05512	0.300977	-0.102641	-0.14471	0.101694	0.160373	-0.056068	0.153441	0.025939	0.301186	-0.004997	-0.045058	0.110703	-0.34728	0.081567	-0.078784	
-0.384651	-0.100058	0.347653	-0.113148	-0.063022	0.028682	6.2e-05	0.110113	-0.023039	-0.08837	0.258587	0.065515	-0.002846	0.331347	0.200836	-0.081467	-0.049991	0.16973	0.224395	-0.163315	-0.004386	-0.092966	0.222311	0.166742	-0.006376	-0.239021	0.177896	0.167789	0.061289	0.010091	-0.188922	-0.036988	0.081889	0.059037	-0.11678	-0.050406	0.115062	-0.118462	-0.174722	0.137471	
